X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-기복회전(deg),Y:Pos1_Relative-선회회전(deg),Y:Pos_TY-인양물(mm),Y:Pos_ROLL-하부체(deg),Y:Pos_PITCH-하부체(deg),Y:Pos_YAW-하부체(deg)
20.460253,371730.04,375289.35,378818.45,382316.41,385782.30,111810.02,116836.31,121931.13,127091.62,132314.89,9.0003625e-29,90.000000,7289.2823,-0.00036200201,0.0042774161,2.2576674e-05
20.470253,371996.16,375439.83,378855.17,382241.31,385597.43,111981.93,116899.83,121883.27,126929.56,132035.99,-2.9971630e-28,90.000000,7289.2816,-0.00036210994,0.0033439041,2.2033239e-05
20.480253,372268.40,375593.82,378892.74,382164.41,385408.06,112159.02,116965.90,121835.32,126764.76,131751.70,-1.3517815e-28,90.000000,7289.2805,-0.00036221872,0.0025677702,2.1476902e-05
20.490253,372595.72,375803.69,378986.93,382144.75,385276.47,112293.60,116990.58,121747.23,126561.21,131430.17,9.8529980e-29,90.000000,7289.2790,-0.00036247714,0.0019612974,2.0928242e-05
20.500253,372849.41,375935.04,378997.74,382036.90,385051.91,112500.17,117081.65,121719.83,126412.51,131157.52,-1.6184724e-28,90.000000,7289.2771,-0.00036251180,0.0015355696,2.0349336e-05
20.510253,373168.03,376134.40,379079.53,382002.86,384903.85,112649.38,117118.77,121642.07,126217.25,130842.30,-4.0432846e-28,90.000000,7289.2748,-0.00036273459,0.0013002404,1.9789896e-05
20.520253,373465.39,376312.00,379138.99,381945.87,384732.17,112817.20,117173.61,121581.19,126038.05,130542.33,-4.0061075e-29,90.000000,7289.2720,-0.00036289660,0.0012634521,1.9225672e-05
20.530253,373730.27,376456.81,379165.32,381855.36,384526.50,113011.23,117253.88,121544.98,125882.80,130265.63,2.0918253e-29,90.000000,7289.2688,-0.00036296908,0.0014316559,1.8656991e-05
20.540253,374058.37,376670.09,379265.19,381843.32,384404.10,113142.03,117276.39,121456.73,125681.46,129948.98,2.6740574e-28,90.000000,7289.2651,-0.00036323680,0.0018094897,1.8117894e-05
20.550253,374314.23,376810.12,379290.81,381755.98,384205.30,113330.80,117355.05,121422.80,125532.59,129682.95,2.7575011e-28,90.000000,7289.2609,-0.00036330537,0.0023997267,1.7568184e-05
20.560253,374602.23,376987.13,379358.11,381714.89,384057.19,113480.68,117399.64,121359.81,125359.84,129398.39,1.1112212e-28,90.000000,7289.2562,-0.00036348430,0.0032031321,1.7043820e-05
20.570253,374895.42,377173.22,379438.29,381690.39,383929.26,113614.70,117432.04,121288.46,125182.71,129113.55,-2.7654052e-28,90.000000,7289.2511,-0.00036369685,0.0042184589,1.6538377e-05
20.580253,375129.48,377301.28,379461.48,381609.88,383746.25,113789.86,117505.94,121259.01,125047.91,128871.49,-5.9639775e-29,90.000000,7289.2455,-0.00036375657,0.0054424027,1.6033771e-05
20.590253,375423.40,377496.47,379558.95,381610.65,383651.38,113897.21,117519.55,121177.02,124868.55,128593.07,-1.9730527e-28,90.000000,7289.2394,-0.00036401398,0.0068695630,1.5568371e-05
20.600253,375661.03,377637.09,379603.51,381560.12,383506.75,114041.38,117571.00,121133.93,124729.20,128355.82,2.9348448e-28,90.000000,7289.2329,-0.00036412961,0.0084925151,1.5107215e-05
20.610253,375897.51,377781.12,379655.94,381521.84,383378.67,114171.92,117613.13,121085.98,124589.57,128122.98,7.4685791e-29,90.000000,7289.2260,-0.00036426586,0.010301795,1.4667947e-05
20.620253,376162.71,377959.87,379749.01,381530.01,383302.75,114261.73,117620.58,121009.57,124427.85,127874.57,5.3085333e-29,90.000000,7289.2187,-0.00036451031,0.012285988,1.4259602e-05
20.630253,376358.25,378070.11,379774.69,381471.88,383161.56,114399.91,117676.77,120982.29,124315.68,127676.15,-2.2753509e-29,90.000000,7289.2111,-0.00036457457,0.014431829,1.3852192e-05
20.640253,376600.76,378233.99,379860.57,381480.41,383093.41,114481.47,117683.23,120912.35,124168.08,127449.70,-2.4828274e-28,90.000000,7289.2033,-0.00036479945,0.016724269,1.3480096e-05
20.650253,376813.36,378370.65,379921.89,381466.99,383005.87,114576.59,117705.54,120860.60,124041.09,127246.32,-1.3692407e-28,90.000000,7289.1951,-0.00036495869,0.019146650,1.3119121e-05
20.660253,376997.52,378481.36,379959.70,381432.45,382899.56,114684.79,117743.04,120826.22,123933.68,127064.78,4.0139301e-30,90.000000,7289.1868,-0.00036505513,0.021680829,1.2768415e-05
20.670253,377226.95,378642.97,380053.97,381459.87,382860.63,114740.85,117734.30,120751.62,123792.22,126855.50,-2.1046238e-29,90.000000,7289.1783,-0.00036530250,0.024307340,1.2447813e-05
20.680253,377392.85,378741.08,380084.75,381423.80,382758.18,114844.10,117772.10,120722.94,123696.05,126690.86,-1.1895985e-28,90.000000,7289.1697,-0.00036538039,0.027005612,1.2123397e-05
20.690253,377586.69,378871.04,380151.23,381427.22,382698.98,114913.70,117780.32,120668.81,123578.66,126509.33,2.5032228e-28,90.000000,7289.1611,-0.00036555384,0.029754119,1.1819573e-05
20.700253,377781.23,379003.76,380222.52,381437.48,382648.59,114975.90,117783.13,120611.34,123460.03,126328.71,1.1842334e-28,90.000000,7289.1524,-0.00036574040,0.032530628,1.1525800e-05
20.710253,377930.68,379090.81,380247.55,381400.85,382550.69,115073.51,117820.30,120587.16,123373.63,126179.24,-6.7719195e-29,90.000000,7289.1438,-0.00036580356,0.035312407,1.1226393e-05
20.720253,378132.13,379233.23,380331.25,381426.19,382517.99,115121.32,117811.42,120520.78,123248.94,125995.49,-1.9634907e-28,90.000000,7289.1352,-0.00036602382,0.038076431,1.0946240e-05
20.730253,378289.74,379330.13,380367.78,381402.66,382434.76,115207.17,117838.48,120488.19,123155.91,125841.22,-4.4058262e-29,90.000000,7289.1268,-0.00036611825,0.040799652,1.0655273e-05
